yearID,player,team,position,salary
2024,Johan Oviedo,PIT,SP,765000
2024,Zach McKinstry,DET,2B,764400
2024,Ryne Nelson,ARI,SP,764300
2024,Braxton Garrett,MIA,SP,764000
2024,Pablo Reyes,NYM,3B,764000
2024,Francisco Alvarez,NYM,C,762500
2024,José Cuas,PHI,RP,762000
2024,Bailey Ober,MIN,SP/SP1,761850
2024,Griffin Jax,MIN,RP/SU7,761750
2024,Connor Brogdon,LAD,RP,761000
2024,Edward Cabrera,MIA,SP,761000
2024,Kerry Carpenter,DET,DH,761000
2024,Lars Nootbaar,STL,LF,761000
2024,Will Vest,DET,RP,760700
2024,Alex Lange,DET,RP/CL,760600
2024,Tommy Henry,ARI,SP,760500
2024,Cristian Pache,MIA,CF,760500
2024,Adley Rutschman,BAL,C,760300
2024,Gabriel Moreno,ARI,C,760100
2024,Jake Burger,MIA,1B/3B/DH,760000
2024,Triston Casas,BOS,1B/3B,760000
2024,Kutter Crawford,BOS,SP,760000
2024,Bobby Dalbec,BOS,1B,760000
2024,Alexis Diaz,CIN,RP/CL,760000
2024,Jarren Duran,BOS,CF,760000
2024,Ian Gibaut,CIN,RP,760000
2024,Lucas Gilbreath,COL,RP,760000
2024,Michael Grove,LAD,RP,760000
2024,Jarred Kelenic,ATL,LF,760000
2024,Dylan Lee,ATL,RP/SU7,760000
2024,Nick Lodolo,CIN,SP,760000
2024,Sam Moll,CIN,RP/SU7,760000
2024,Penn Murfee,HOU,RP,760000
2024,Logan O'Hoppe,LAA,C,760000
2024,Jose Soriano,LAA,SP,760000
2024,Josh Winckowski,BOS,RP,760000
2024,Connor Wong,BOS,C,760000
2024,Jimmy Lambert,CHW,RP,759250
2024,Nick Fortes,MIA,C,759000
2024,Joe Ryan,MIN,SP/SP2,758850
2024,Tyler Holton,DET,RP,758300
2024,Kyle Isbel,KC,CF,758250
2024,Jose Siri,TB,CF,757800
2024,Ernie Clement,TOR,SS,757700
2024,Matt Brash,SEA,RP,757600
2024,Steven Kwan,CLE,LF,757600
2024,Garrett Acton,TB,RP,757500
2024,Josiah Gray,WSH,SP/SP3,757400
2024,Kyle Nelson,ARI,RP,757300
2024,Taylor Walls,TB,SS,757300
2024,Brendan Donovan,STL,2B,757200
2024,Michael Massey,KC,DH,757000
2024,Gavin Sheets,CHW,RF/1B/DH,756950
2024,Andre Pallante,STL,SP,756900
2024,Seby Zavala,SEA,C,756700
2024,Dean Kremer,BAL,SP/SP5,756600
2024,Trevor Megill,MIL,RP,756600
2024,Gunnar Henderson,BAL,SS,756200
2024,Josh Jung,TEX,3B,756000
2024,Jacob Waguespack,TB,SP,756000
2024,Corey Julks,CHW,CF,755700
2024,Josh Lowe,TB,RF/3B,755700
2024,Nolan Gorman,STL,2B,755550
2024,Ben Rortvedt,TB,C,755400
2024,Tanner Banks,PHI,RP,755050
2024,Javier Assad,CHC,SP,755000
2024,Ji-Hwan Bae,PIT,2B,755000
2024,Roansy Contreras,LAA,RP,755000
2024,Oneil Cruz,PIT,CF/SS,755000
2024,Jason Delay,PIT,C,755000
2024,Bailey Falter,PIT,SP,755000
2024,José Hernández,LAD,RP,755000
2024,Colin Holderman,PIT,RP/SU8,755000
2024,Dauri Moreta,PIT,RP,755000
2024,Jack Suwinski,PIT,LF,755000
2024,Austin Warren,SF,RP,755000
2024,MJ Melendez,KC,LF/C,754750
2024,Luis Campusano,SD,C,754700
2024,Kyle Bradish,BAL,SP,754500
2024,Ezequiel Duran,TEX,2B,754500
2024,Brandon Pfaadt,ARI,SP,754400
2024,Elvis Peguero,MIL,RP,754300
2024,Luke Raley,SEA,LF/1B/RF,754200
2024,Andrew Nardi,MIA,RP,754000
2024,Cole Ragans,KC,SP,753750
2024,Seth Martinez,HOU,RP,753600
2024,Cristopher Sanchez,PHI,SP,753500
2024,Gabe Speier,SEA,RP,753300
2024,Tayler Saucedo,SEA,RP,753100
2024,Huascar Brazoban,NYM,RP,753000
2024,Vinnie Pasquantino,KC,1B,752750
2024,Bryce Miller,SEA,SP,752600
2024,Ryan Weathers,MIA,SP,752600
2024,Andruw Monasterio,MIL,SS,752500
2024,CJ Abrams,WSH,SS,752400
2024,Yennier Cano,BAL,RP/SU7,752300
2024,Reese Olson,DET,SP,752300
2024,Joey Meneses,WSH,1B/DH,752000
2024,Steven Wilson,CHW,RP/SU7,751900
2024,Josh Winder,MIN,SP,751850
2024,José Caballero,TB,SS,751700
2024,Yunior Marte,PHI,RP,751500
2024,Michael Rucker,WSH,RP,751500
2024,Maikel Garcia,KC,2B,751250
2024,Eli Morgan,CLE,RP,751200
2024,Riley Adams,WSH,C,750900
2024,Zack Thompson,STL,SP,750850
2024,Tom Cosgrove,SD,RP,750500
2024,Bryan Hoeing,SD,RP,750500
2024,Alec Burleson,STL,DH,750050
2024,Graham Ashcraft,CIN,SP,750000
2024,Sam Bachman,LAA,P,750000
2024,Brett Baty,NYM,3B,750000
2024,Will Benson,CIN,RF,750000
2024,Osvaldo Bido,OAK,SP,750000
2024,Jonah Bride,MIA,1B,750000
2024,Fernando Cruz,CIN,RP,750000
2024,Daniel Duarte,MIN,RP,750000
2024,Scott Effross,NYY,RP,750000
2024,Lucas Erceg,KC,RP,750000
2024,Stuart Fairchild,CIN,OF,750000
2024,Matt Foster,CHW,RP,750000
2024,T.J. Friedl,CIN,CF,750000
2024,Luis Gil,NYY,SP,750000
2024,Zach Jackson,OAK,RP/SU8,750000
2024,Dany Jimenez,OAK,RP,750000
2024,Max Kranick,NYM,SP,750000
2024,Ben Lively,CLE,SP,750000
2024,Rafael Marchán,PHI,C,750000
2024,Nick Martini,CIN,DH,750000
2024,Nick Mears,MIL,RP,750000
2024,Max Meyer,MIA,SP,750000
2024,Bobby Miller,LAD,SP,750000
2024,Zach Neto,LAA,SS,750000
2024,Cody Poteet,NYY,SP,750000
2024,Brent Rooker,OAK,DH,750000
2024,Gregory Santos,SEA,RP,750000
2024,Nolan Schanuel,LAA,1B,750000
2024,Tayler Scott,HOU,RP,750000
2024,Brian Serven,TOR,C,750000
2024,Emmet Sheehan,LAD,P,750000
2024,Chase Silseth,LAA,SP,750000
2024,Spencer Steer,CIN,LF/3B,750000
2024,Michael Stefanic,LAA,2B,750000
2024,Forrest Wall,BAL,OF,750000
2024,Austin Wells,NYY,C,750000
2024,Guillo Zuniga,LAA,RP,750000
2024,Ronel Blanco,HOU,SP,749800
2024,Drey Jameson,ARI,RP,749700
2024,MacKenzie Gore,WSH,SP,749600
2024,Wilyer Abreu,BOS,RF,749500
2024,Josh H. Smith,TEX,DH,749500
2024,Cole Sands,MIN,RP,749450
2024,Luis Patino,SD,SP/SP5,749400
2024,Mason Thompson,WSH,RP,749200
2024,Bryan Woo,SEA,SP,749000
2024,Mike Baumann,MIA,RP,748900
2024,Cody Bradford,TEX,RP,748500
2024,Estevan Florial,CLE,CF,748500
2024,Oliver Ortega,HOU,RP,748500
2024,Luis Frias,TOR,RP,748300
2024,Grayson Rodriguez,BAL,SP,748300
2024,Angel Zerpa,KC,RP,748250
2024,Brice Turang,MIL,2B,748200
2024,Bowden Francis,TOR,SP,748000
2024,Eury Pérez,MIA,SP,748000
2024,Patrick Bailey,SF,C,747500
2024,Tristan Beck,SF,RP,747500
2024,Henry Davis,PIT,C,747500
2024,Carmen Mlodzinski,PIT,RP,747500
2024,Luis Ortiz,PIT,SP,747500
2024,Ryan Walker,SF,RP,747500
2024,Jordan Walker,STL,RF,747450
2024,Parker Mushinski,HOU,RP,747400
2024,Abner Uribe,MIL,RP,747400
2024,Zack Short,ATL,3B,747300
2024,Collin Snider,SEA,RP,747300
2024,Jhoan Duran,MIN,RP/CL,747200
2024,Matthew Liberatore,STL,RP,747200
2024,Nelson Velazquez,KC,DH/OF,747000
2024,Garrett Cleavinger,TB,RP,746900
2024,Parker Meadows,DET,CF,746900
2024,Edouard Julien,MIN,2B,746750
2024,Joey Wentz,PIT,RP,746700
2024,Pedro Avila,CLE,RP,746600
2024,Alex Faedo,DET,RP,746600
2024,Miguel Amaya,CHC,C,746500
2024,Sal Frelick,MIL,RF,746500
2024,Grant Anderson,TEX,RP,746000
2024,Isaiah Campbell,BOS,RP,746000
2024,Tucupita Marcano,SD,SS,746000
2024,Miles Mastrobuoni,CHC,LF,746000
2024,George Soriano,MIA,RP,746000
2024,Vidal Brujan,MIA,2B,745800
2024,Jasson Domínguez,NYY,OF,745800
2024,Jordan Westburg,BAL,2B,745800
2024,James McArthur,KC,RP/CL,745750
2024,Jose Azocar,NYM,OF,745700
2024,Tanner Bibee,CLE,SP,745700
2024,Royce Lewis,MIN,3B,745700
2024,Jake Irvin,WSH,SP,745600
2024,Matt Wallner,MIN,DH,745550
2024,Louie Varland,MIN,SP,745400
2024,Richard Palacios,TB,DH,745200
2024,René Pinto,TB,C,745100
2024,Nick Allen,OAK,SS,745000
2024,Jake Bird,COL,RP/SU7,745000
2024,J.J. Bleday,OAK,CF,745000
2024,Evan Carter,TEX,LF,745000
2024,Ryan Feltner,COL,SP,745000
2024,Jared Jones,PIT,SP,745000
2024,Nolan Jones,COL,LF/3B,745000
2024,Shea Langeliers,OAK,C,745000
2024,Justin Lawrence,COL,RP/CL,745000
2024,Korey Lee,CHW,C,745000
2024,Elehuris Montero,COL,3B,745000
2024,Ryan Noda,OAK,1B,745000
2024,Endy Rodríguez,PIT,C,745000
2024,Johan Rojas,PHI,CF,745000
2024,Esteury Ruiz,OAK,LF,745000
2024,Ryder Ryan,PIT,RP,745000
2024,Jesse Scholtens,CHW,SP,745000
2024,JP Sears,OAK,SP,745000
2024,Hunter Stratton,PIT,RP,745000
2024,Freddy Tarnok,PHI,SP,745000
2024,Jared Triolo,PIT,3B,745000
2024,Ken Waldichuk,OAK,SP,745000
2024,Alika Williams,PIT,SS,745000
2024,Will Brennan,CLE,RF,744900
2024,Ryan Pepiot,TB,SP,744900
2024,Davis Schneider,TOR,3B,744900
2024,Alec Marsh,KC,SP,744750
2024,Zack Weiss,MIN,RP,744550
2024,Freddy Fermin,KC,C,744500
2024,Xzavion Curry,MIA,RP,744400
2024,Eguy Rosario,SD,SS,744400
2024,Logan Allen,CLE,SP,744300
2024,Garrett Mitchell,MIL,CF,744300
2024,D.L. Hall,MIL,RP,744200
2024,Gabriel Arias,CLE,SS,744100
2024,Luis Ortiz,PHI,RP,744000
2024,Dairon Blanco,KC,OF,743750
2024,Kyle Harrison,SF,SP,743750
2024,Sean Hjelle,SF,RP,743750
2024,Keaton Winn,SF,SP,743750
2024,Dominic Canzone,SEA,RF,743700
2024,Shane Baz,TB,SP,743600
2024,Sawyer Gipson-Long,DET,P,743600
2024,Bryce Jarvis,ARI,RP,743600
2024,Ronny Mauricio,NYM,SS,743500
2024,Chris Murphy,BOS,P,743500
2024,Enmanuel Valdez,BOS,2B,743500
2024,Greg Weissert,BOS,RP,743500
2024,Taj Bradley,TB,SP,743300
2024,McKinley Moore,NYY,P,743250
2024,Iván Herrera,STL,C,743150
2024,José Ferrer,WSH,RP,743000
2024,Jackson Kowar,SEA,SP,743000
2024,Yerry Rodriguez,TOR,RP,743000
2024,Dominic Fletcher,CHW,RF,742900
2024,Jonathan Aranda,TB,1B,742800
2024,Colton Cowser,BAL,LF,742800
2024,Robert Garcia,WSH,RP,742800
2024,Nick Vespi,BAL,RP,742700
2024,Andrew Abbott,CIN,SP,742500
2024,Elly De La Cruz,CIN,SS,742500
2024,Kyle Hurt,LAD,RP,742500
2024,Orion Kerkering,PHI,RP,742500
2024,Matt McLain,CIN,SS,742500
2024,Gavin Stone,LAD,SP,742500
2024,Bubba Thompson,CIN,OF,742500
2024,Brandon Williamson,CIN,SP,742500
2024,Jonny DeLuca,TB,OF,742400
2024,Curtis Mead,TB,3B,742300
2024,Bennett Sousa,HOU,RP,742300
2024,Masyn Winn,STL,SS,742250
2024,Drew Rom,STL,P,742200
2024,Grae Kessinger,HOU,SS,742100
2024,Bo Naylor,CLE,C,742100
2024,Gavin Williams,CLE,SP,742100
2024,Declan Cronin,MIA,RP,742000
2024,Brenton Doyle,COL,CF/OF,742000
2024,Tyler Freeman,CLE,SS,742000
2024,Vaughn Grissom,BOS,SS,742000
2024,Sixto Sanchez,MIA,RP,742000
2024,Michael Toglia,COL,RF,742000
2024,Victor Vodnik,COL,RP,742000
2024,Nick Loftin,KC,SS,741900
2024,Tyler Fitzgerald,SF,SS,741875
2024,Ethan Small,SF,RP,741875
2024,Matt Waldron,SD,SP,741800
2024,Bryan Hudson,MIL,RP,741700
2024,Mike Siani,STL,CF,741650
2024,Shawn Dubin,HOU,RP,741600
2024,Michael Busch,CHC,1B,741500
2024,Joey Ortiz,MIL,3B,741500
2024,Jordan Wicks,CHC,SP,741500
2024,Emerson Hancock,SEA,SP,741300
2024,Jahmai Jones,NYY,2B,741200
2024,Cody Bolton,SEA,RP,741100
2024,David Fry,CLE,C,741000
2024,Jacob Latz,TEX,RP,741000
2024,Tim Herrin,CLE,RP,740800
2024,Hunter Gaddis,CLE,RP,740700
2024,Deivi Garcia,CHW,RP,740550
2024,Caleb Kilian,CHC,SP,740500
2024,Luke Little,CHC,RP,740500
2024,Josh Simpson,MIA,P,740500
2024,Riley O'Brien,STL,RP,740450
2024,Braden Shewmake,CHW,SS,740350
2024,Cade Cavalli,WSH,SP,740200
2024,Brayan Rocchio,CLE,SS,740200
2024,Luisangel Acuna,NYM,SS,740000
2024,Jordyn Adams,LAA,OF,740000
2024,Joan Adon,WSH,SP,740000
2024,Julian Aguiar,CIN,SP,740000
2024,Kevin Alcantara,CHC,OF,740000
2024,Samuel Aldegheri,LAA,SP,740000
2024,Blaze Alexander,ARI,SS,740000
2024,C.J. Alexander,OAK,3B,740000
2024,Logan Allen,ARI,RP,740000
2024,Armando Alvarez,OAK,3B,740000
2024,Eddy Alvarez,NYM,2B,740000
2024,Ignacio Alvarez,ATL,3B,740000
2024,Adael Amador,COL,SS,740000
2024,Jacob Amaya,CHW,SS,740000
2024,Justin Anderson,CHW,RP,740000
2024,Shaun Anderson,MIA,RP,740000
2024,Matt Andriese,MIA,RP,740000
2024,Spencer Arrighetti,HOU,SP,740000
2024,Lake Bachar,MIA,RP,740000
2024,Bryan Baker,BAL,RP/SU8,740000
2024,Darren Baker,WSH,2B,740000
2024,Luken Baker,STL,1B,740000
2024,Brooks Baldwin,CHW,3B,740000
2024,Anthony Banda,LAD,RP,740000
2024,David Banuelos,BAL,C,740000
2024,Addison Barger,TOR,3B,740000
2024,Jacob Barnes,WSH,RP,740000
2024,Jorge Barrosa,ARI,OF,740000
2024,Brady Basso,OAK,RP,740000
2024,Matthew Batten,SD,SS,740000
2024,Jordan Beck,COL,OF,740000
2024,Clayton Beeter,NYY,RP,740000
2024,Valente Bellozo,MIA,SP,740000
2024,Jonathan Bermúdez,MIA,RP,740000
2024,Brennan Bernardino,BOS,RP,740000
2024,Prelander Berroa,CHW,RP,740000
2024,Steward Berroa,TOR,OF,740000
2024,Christian Bethancourt,CHC,C,740000
2024,Phil Bickford,NYY,RP,740000
2024,Hunter Bigge,TB,RP,740000
2024,Cavan Biggio,ATL,2B,740000
2024,Hayden Birdsong,SF,SP,740000
2024,Spencer Bivens,SF,RP,740000
2024,Mason Black,SF,SP,740000
2024,Tyler Black,MIL,2B,740000
2024,Bradley Blalock,COL,SP,740000
2024,Travis Blankenhorn,WSH,3B,740000
2024,Scott Blewett,MIN,RP,740000
2024,Ryan Bliss,SEA,SS,740000
2024,Jake Bloss,TOR,SP,740000
2024,Cam Booser,BOS,RP,740000
2024,Jacob Bosiokovic,STL,RP,740000
2024,Sean Bouchard,COL,RF/1B,740000
2024,Caleb Boushley,MIN,SP,740000
2024,Jonathan Bowlan,KC,RP,740000
2024,Matt Bowman,BAL,RP,740000
2024,Matthew Boyd,CLE,SP/SP1,740000
2024,Joe Boyle,OAK,RP,740000
2024,Rob Brantly,TB,C,740000
2024,Colten Brewer,CHC,RP,740000
2024,Beau Brieske,DET,RP,740000
2024,Jhony Brito,SD,SP,740000
2024,Aaron Brooks,OAK,SP,740000
2024,Trenton Brooks,SF,1B,740000
2024,Ben Brown,CHC,RP,740000
2024,Justin Bruihl,PIT,RP,740000
2024,Zach Brzykcy,WSH,RP,740000
2024,David Buchanan,CIN,RP,740000
2024,J.B. Bukauskas,MIL,RP,740000
2024,Raymond Burgos,SF,RP,740000
2024,Sean Burke,CHW,SP,740000
2024,Ryan Burr,TOR,RP,740000
2024,Michael Burrows,PIT,SP,740000
2024,Alan Busenitz,CIN,RP,740000
2024,Ky Bush,CHW,SP,740000
2024,Lawrence Butler,OAK,RF,740000
2024,Jose Butto,NYM,RP,740000
2024,Trey Cabbage,HOU,3B,740000
2024,Alex Call,WSH,LF,740000
2024,Jair Camargo,MIN,C,740000
2024,Daz Cameron,OAK,LF,740000
2024,Junior Caminero,TB,3B,740000
2024,Gustavo Campero,LAA,OF,740000
2024,Alexander Canario,CHC,OF,740000
2024,Jonathan Cannon,CHW,SP,740000
2024,Joey Cantillo,CLE,SP,740000
2024,Conner Capel,CIN,RF,740000
2024,Vinny Capra,MIL,SS,740000
2024,Matt Carpenter,STL,DH,740000
2024,Ben Casparius,LAD,RP,740000
2024,Humberto Castellanos,ARI,RP,740000
2024,Diego A. Castillo,MIN,2B,740000
2024,Rodolfo Castro,PHI,SS,740000
2024,Slade Cecconi,ARI,RP,740000
2024,Andres Chaparro,WSH,DH,740000
2024,Jesse Chavez,ATL,RP,740000
2024,Yonny Chirinos,MIA,SP,740000
2024,Angel Chivilli,COL,RP,740000
2024,Marc Church,TEX,RP,740000
2024,Jonatan Clase,TOR,OF,740000
2024,Kody Clemens,PHI,2B,740000
2024,Carson Coleman,TEX,P,740000
2024,Isaac Collins,MIL,2B,740000
2024,Griffin Conine,MIA,RF,740000
2024,Luis Contreras,HOU,RP,740000
2024,Billy Cook,PIT,OF,740000
2024,Jake Cousins,NYY,RP,740000
2024,Dylan Crews,WSH,RF,740000
2024,Jeff Criswell,COL,RP,740000
2024,Hans Crouse,LAA,RP,740000
2024,Pete Crow-Armstrong,CHC,CF,740000
2024,Steven Cruz,KC,RP,740000
2024,John Curtiss,COL,RP,740000
2024,Kelvin Cáceres,LAA,RP,740000
2024,Caden Dana,LAA,SP,740000
2024,Davis Daniel,LAA,SP,740000
2024,Tucker Davidson,BAL,RP,740000
2024,Brennen Davis,CHC,OF,740000
2024,Noah Davis,COL,RP,740000
2024,Luis De Los Santos,TOR,SS,740000
2024,Zach DeLoach,CHW,OF,740000
2024,Adrian Del Castillo,ARI,C,740000
2024,José Devers,MIA,SS,740000
2024,Zach Dezenzo,HOU,SS,740000
2024,Jhonathan Diaz,SEA,RP,740000
2024,Yilber Diaz,ARI,SP,740000
2024,Dillon Dingler,DET,C,740000
2024,Dylan Dodd,ATL,SP,740000
2024,Logan Driscoll,TB,C,740000
2024,Shane Drohan,BOS,P,740000
2024,Blake Dunn,CIN,OF,740000
2024,Oliver Dunn,MIL,2B,740000
2024,Parker Dunshee,ATL,RP,740000
2024,Jake Eder,CHW,SP,740000
2024,C.J. Edwards,SD,RP/SU7,740000
2024,Xavier Edwards,MIA,SS,740000
2024,Brandon Eisert,TOR,RP,740000
2024,Bryce Elder,ATL,SP,740000
2024,Fraser Ellard,CHW,RP,740000
2024,Duke Ellis,NYY,OF,740000
2024,Kent Emanuel,MIA,RP,740000
2024,Jerar Encarnacion,SF,OF,740000
2024,Christian Encarnacion-Strand,CIN,1B,740000
2024,Mason Englert,DET,RP,740000
2024,Paolo Espino,TOR,RP,740000
2024,Joey Estes,OAK,SP,740000
2024,Jeremiah Estrada,SD,RP,740000
2024,Sandro Fabian,TEX,OF,740000
2024,Calvin Faucher,MIA,RP,740000
2024,Hunter Feduccia,LAD,C,740000
2024,Brady Feigl,PIT,RP,740000
2024,Tyler Ferguson,OAK,RP,740000
2024,Jose Fermin,STL,2B,740000
2024,Ryan Fernandez,STL,RP,740000
2024,David Festa,MIN,SP,740000
2024,Matt Festa,TEX,RP,740000
2024,Richard Fitts,BOS,SP,740000
2024,Justin Foscue,TEX,2B,740000
2024,Carson Fulmer,LAA,SP,740000
2024,Kody Funderburk,MIN,RP,740000
2024,Matt Gage,NYM,RP,740000
2024,Gerson Garabito,TEX,RP,740000
2024,Aramis Garcia,PHI,C,740000
2024,Reed Garrett,NYM,RP,740000
2024,Mickey Gasper,BOS,1B,740000
2024,Robert Gasser,MIL,SP,740000
2024,Zack Gelof,OAK,2B,740000
2024,Tyler Gentry,KC,OF,740000
2024,Domingo German,PIT,RP,740000
2024,Tyler Gilbert,PHI,RP,740000
2024,Logan Gillaspie,SD,RP,740000
2024,Connor Gillispie,CLE,RP,740000
2024,J.T. Ginn,OAK,SP,740000
2024,Yoendrys Gomez,NYY,SP,740000
2024,Nick Gonzales,PIT,2B,740000
2024,Romy Gonzalez,BOS,3B,740000
2024,Hunter Goodman,COL,RF,740000
2024,Tanner Gordon,COL,SP,740000
2024,Gordon Graceffo,STL,RP,740000
2024,Tristan Gray,OAK,SS,740000
2024,Sean Guenther,DET,RP,740000
2024,Luis Guerrero,BOS,RP,740000
2024,Luis Guillorme,ARI,2B,740000
2024,Ryan Gusto,HOU,SP,740000
2024,Seth Halvorsen,COL,RP,740000
2024,David Hamilton,BOS,SS,740000
2024,Brenan Hanifee,DET,RP,740000
2024,Brett Harris,OAK,3B,740000
2024,Dustin Harris,TEX,3B,740000
2024,Hogan Harris,OAK,RP,740000
2024,Geoff Hartlieb,COL,RP,740000
2024,Grant Hartwig,NYM,RP,740000
2024,Brent Headrick,MIN,RP,740000
2024,Tyler Heineman,TOR,C,740000
2024,Ben Heller,PIT,RP,740000
2024,Michael Helman,MIN,2B,740000
2024,Blair Henley,HOU,SP,740000
2024,Edgardo Henriquez,LAD,RP,740000
2024,Ronny Henriquez,MIN,RP,740000
2024,David Hensley,MIA,1B,740000
2024,Jimmy Herget,CHC,RP,740000
2024,Kevin Herget,MIL,RP,740000
2024,Darell Hernaiz,OAK,SS,740000
2024,Nick Hernandez,HOU,RP,740000
2024,Daysbel Hernández,ATL,RP,740000
2024,Jose Herrera,ARI,C,740000
2024,DJ Herz,WSH,SP,740000
2024,Jason Heyward,HOU,RF/CF,740000
2024,Brewer Hicklen,MIL,OF,740000
2024,Derek Hill,MIA,OF,740000
2024,Jaden Hill,COL,RP,740000
2024,Tim Hill,NYY,RP,740000
2024,Rece Hinds,CIN,RF,740000
2024,Keston Hiura,LAA,2B,740000
2024,Porter Hodge,CHC,RP,740000
2024,Jackson Holliday,BAL,2B,740000
2024,Gavin Hollowell,CHC,RP,740000
2024,Grant Holman,OAK,RP,740000
2024,Grant Holmes,ATL,RP,740000
2024,Bailey Horn,BOS,RP,740000
2024,Spencer Horwitz,TOR,1B/2B,740000
2024,Spencer Howard,CLE,SP,740000
2024,Joe Hudson,NYM,C,740000
2024,Sam Huff,TEX,C,740000
2024,Brandon Hughes,ARI,RP,740000
2024,Cooper Hummel,HOU,LF/C,740000
2024,Blake Hunt,BAL,C,740000
2024,Brant Hurter,DET,SP,740000
2024,Jacob Hurtubise,CIN,OF,740000
2024,Kolton Ingram,SF,RP,740000
2024,Jairo Iriarte,CHW,RP,740000
2024,Alex Jackson,TB,C/OF,740000
2024,Alek Jacob,SD,RP,740000
2024,Joe Jacques,ARI,RP,740000
2024,Tyler Jay,MIL,RP,740000
2024,Daulton Jefferies,PIT,SP,740000
2024,Leonardo Jimenez,TOR,SS,740000
2024,Jackson Jobe,DET,RP,740000
2024,Bryce Johnson,SD,CF,740000
2024,Daniel Johnson,BAL,RF,740000
2024,Seth Johnson,PHI,SP,740000
2024,Greg Jones,COL,SS,740000
2024,Levi Jordan,CIN,SS,740000
2024,Ben Joyce,LAA,RP,740000
2024,Jace Jung,DET,3B,740000
2024,Janson Junk,OAK,RP,740000
2024,Evan Justice,COL,RP,740000
2024,Niko Kavadas,LAA,1B,740000
2024,DaShawn Keirsey,MIN,OF,740000
2024,Casey Kelly,CIN,RP,740000
2024,Kevin Kelly,TB,RP,740000
2024,Michael Kelly,OAK,RP,740000
2024,Zack Kelly,BOS,RP,740000
2024,Brett Kennedy,CIN,SP,740000
2024,Buddy Kennedy,PHI,3B,740000
2024,Zak Kent,CLE,P,740000
2024,Ray Kerr,ATL,RP,740000
2024,Bryan King,HOU,RP,740000
2024,Austin Kitchen,SEA,RP,740000
2024,Heston Kjerstad,BAL,OF,740000
2024,Will Klein,OAK,RP,740000
2024,Adam Kloffenstein,STL,RP,740000
2024,Landon Knack,LAD,SP,740000
2024,Andrew Knapp,SF,C,740000
2024,Grant Koch,PIT,C,740000
2024,Matt Koch,COL,RP,740000
2024,Jack Kochanowicz,LAA,SP,740000
2024,Jared Koenig,MIL,RP,740000
2024,Stephen Kolek,SD,RP,740000
2024,Evan Kravetz,CIN,RP,740000
2024,Ryan Kreidler,DET,SS,740000
2024,Brooks Kriske,BAL,P,740000
2024,Matt Krook,BAL,RP,740000
2024,Joel Kuhnel,TB,RP,740000
2024,Joe La Sorsa,WSH,RP,740000
2024,Wyatt Langford,TEX,LF,740000
2024,Trevor Larnach,MIN,LF,740000
2024,Ramon Laureano,ATL,LF,740000
2024,Max Lazar,PHI,RP,740000
2024,Kyle Leahy,STL,RP,740000
2024,Jordan Leasure,CHW,RP,740000
2024,Charles Leblanc,LAA,SS,740000
2024,Brooks Lee,MIN,SS,740000
2024,Casey Legumina,CIN,P,740000
2024,Brandon Leibrandt,CIN,SP,740000
2024,Jack Leiter,TEX,SP,740000
2024,Pedro León,HOU,OF,740000
2024,Jeff Lindgren,MIA,RP,740000
2024,Trey Lipscomb,WSH,3B,740000
2024,Brendon Little,TOR,RP,740000
2024,Tyler Locklear,SEA,1B,740000
2024,Brandon Lockridge,SD,OF,740000
2024,Zach Logue,LAD,RP,740000
2024,Sam Long,KC,RP,740000
2024,Joey Loperfido,TOR,LF,740000
2024,Jacob Lopez,TB,RP,740000
2024,Otto Lopez,MIA,SS,740000
2024,Ryan Loutos,STL,RP,740000
2024,Richard Lovelady,TB,RP,740000
2024,Rhett Lowder,CIN,SP,740000
2024,Easton Lucas,TOR,RP,740000
2024,Marco Luciano,SF,SS,740000
2024,Nathan Lukes,TOR,CF,740000
2024,Daniel Lynch,KC,RP,740000
2024,Jack López,LAA,SS,740000
2024,Jorge López,CHC,RP/SU8,740000
2024,Josh Maciejewski,NYY,RP,740000
2024,Ty Madden,DET,SP,740000
2024,Bligh Madris,DET,OF,740000
2024,Anthony Maldonado,MIA,RP,740000
2024,Justyn-Henry Malloy,DET,DH,740000
2024,Matt Manning,DET,SP/SP4,740000
2024,Kyle Manzardo,CLE,DH,740000
2024,Ron Marinaccio,CHW,RP,740000
2024,Cade Marlowe,SEA,LF,740000
2024,Jose Marte,LAA,RP,740000
2024,Noelvi Marte,CIN,SS,740000
2024,Austin Martin,MIN,SS,740000
2024,Corbin Martin,BAL,RP,740000
2024,Davis Martin,CHW,SP,740000
2024,Angel Martinez,CLE,DH,740000
2024,J.P. Martinez,ATL,OF,740000
2024,Orelvis Martinez,TOR,SS,740000
2024,Bryan Mata,BOS,SP,740000
2024,Nick Maton,BAL,3B/SS,740000
2024,Luis Matos,SF,OF,740000
2024,Zebby Matthews,MIN,SP,740000
2024,Isaac Mattson,PIT,RP,740000
2024,Coby Mayo,BAL,3B,740000
2024,Tim Mayza,NYY,RP,740000
2024,Adam Mazur,MIA,SP,740000
2024,Kyle McCann,OAK,C,740000
2024,Darren McCaughan,MIA,RP,740000
2024,Mason McCoy,SD,SS,740000
2024,Grant McCray,SF,CF,740000
2024,Chayce McDermott,BAL,SP,740000
2024,Trevor McDonald,SF,SP,740000
2024,Michael McGreevy,STL,SP,740000
2024,John McMillon,MIA,RP,740000
2024,Victor Mederos,LAA,RP,740000
